=== SLURM Job 15252029 Array Task 4 ===
Processing Pot A Piece 4
Start time: Fri 05 Sep 2025 11:20:24 AEST
Running on node: spartan-bm010
Working directory: /data/gpfs/projects/punim2657/sfs_preprocessing
Opening log file:  /home/zhuojiat/java.log.36113
=== EXTRACTING AXIS FOR PIECE 04 ===
  📁 Loading TPS surfaces...
  📊 Surface 0: 9399 points
  📊 Surface 1: 10462 points
  🔄 Running PotSAC axis extraction...
  🔄 Data format: 6x19861
[iter][eval] cost actual_cost_change |grad| |TR| MQ
[0012][0018] 9.623848e+04 1.201e+03 1.58e+05 8.45e-01 2.39e+00
[0013][0019] 9.377320e+04 2.465e+03 2.39e+05 2.53e+00 1.79e+00
[0014][0020] 8.905469e+04 4.719e+03 1.91e+05 7.60e+00 2.10e+00
[0015][0021] 8.457973e+04 4.475e+03 2.32e+05 2.28e+01 1.62e+00
[0016][0022] 8.345074e+04 1.129e+03 6.54e+04 6.84e+01 2.63e+00
[0017][0023] 8.216902e+04 1.282e+03 1.44e+05 2.05e+02 1.61e+00
[0018][0024] 8.110898e+04 1.060e+03 1.38e+05 6.16e+02 3.48e+00
[0019][0025] 7.958668e+04 1.522e+03 1.66e+05 1.85e+03 1.93e+00
[0020][0026] 7.856219e+04 1.024e+03 1.20e+05 5.54e+03 1.66e+00
[0021][0027] 7.771281e+04 8.494e+02 7.64e+04 1.66e+04 1.85e+00
[0022][0028] 7.731682e+04 3.960e+02 7.12e+04 4.99e+04 1.23e+00
[0023][0029] 7.718345e+04 1.334e+02 1.29e+05 1.50e+05 2.07e+00
[0024][0030] 7.671761e+04 4.658e+02 1.40e+05 4.49e+05 3.76e+00
[0025][0031] 7.538280e+04 1.335e+03 1.64e+05 1.35e+06 1.26e+00
[0026][0032] 7.527372e+04 1.091e+02 1.36e+05 4.04e+06 1.48e+00
[0027][0033] 7.521246e+04 6.125e+01 5.12e+04 1.21e+07 1.98e+00
[iter][eval] cost actual_cost_change |grad| |TR| MQ
[0000][0000] 1.184236e+05 0.000e+00 2.14e+06 1.00e+01 1.00e+00
[0001][0001] 8.093294e+04 3.749e+04 2.14e+06 1.00e+01 1.43e+00
[0002][0002] 7.248960e+04 8.443e+03 1.30e+06 3.00e+01 1.39e+00
[0003][0003] 7.109486e+04 1.395e+03 5.77e+05 9.00e+01 1.46e+00
[0004][0004] 7.053368e+04 5.612e+02 3.55e+05 2.70e+02 2.26e+00
[0005][0005] 6.968183e+04 8.519e+02 4.59e+05 8.10e+02 2.52e+00
[0006][0006] 6.839860e+04 1.283e+03 5.84e+05 2.43e+03 1.43e+00
[0007][0007] 6.643052e+04 1.968e+03 5.68e+05 7.29e+03 1.49e+00
[0008][0008] 6.306774e+04 3.363e+03 3.13e+05 2.19e+04 3.10e+00
[0009][0009] 6.175032e+04 1.317e+03 6.40e+05 6.56e+04 1.33e+00
[0010][0010] 5.982305e+04 1.927e+03 3.47e+05 1.97e+05 1.59e+00
[0011][0011] 5.648558e+04 3.337e+03 2.83e+05 5.90e+05 1.89e+00
[0012][0012] 5.450545e+04 1.980e+03 2.31e+05 1.77e+06 1.45e+00
[0013][0013] 5.385023e+04 6.552e+02 1.16e+05 5.31e+06 1.52e+00
[0014][0014] 5.366862e+04 1.816e+02 6.22e+04 1.59e+07 1.57e+00
[0015][0015] 5.361062e+04 5.800e+01 3.45e+04 4.78e+07 1.55e+00
[0016][0016] 5.359062e+04 2.000e+01 1.95e+04 1.43e+08 1.57e+00
[iter][eval] cost actual_cost_change |grad| |TR| MQ
[0000][0000] 1.313983e+05 0.000e+00 2.65e+06 1.00e+01 1.00e+00
[0001][0001] 9.546081e+04 3.594e+04 2.65e+06 1.00e+01 1.50e+00
[0002][0002] 8.729537e+04 8.165e+03 1.21e+06 3.00e+01 1.46e+00
[0003][0003] 8.490005e+04 2.395e+03 6.10e+05 9.00e+01 1.49e+00
[0004][0004] 8.338908e+04 1.511e+03 2.67e+05 2.70e+02 2.09e+00
[0005][0005] 8.060892e+04 2.780e+03 1.11e+05 8.10e+02 1.62e+00
[0006][0006] 7.999518e+04 6.137e+02 2.11e+04 2.43e+03 1.07e+00
[0007][0007] 7.988065e+04 1.145e+02 1.24e+05 7.29e+03 1.61e+00
[0008][0008] 7.977468e+04 1.060e+02 7.45e+04 2.19e+04 2.18e+00
[0009][0009] 7.966998e+04 1.047e+02 9.13e+04 6.56e+04 2.43e+00
[0010][0010] 7.956745e+04 1.025e+02 1.04e+05 1.97e+05 2.74e+00
[0011][0011] 7.949164e+04 7.581e+01 9.51e+04 5.90e+05 1.49e+00
[iter][eval] cost actual_cost_change |grad| |TR| MQ
[0000][0000] 7.781949e+05 0.000e+00 2.41e+06 1.00e+01 1.00e+00
[0001][0001] 7.714687e+05 6.726e+03 2.41e+06 1.00e+01 2.29e+00
[0002][0002] 7.701537e+05 1.315e+03 5.46e+06 3.00e+01 1.46e+00
[0003][0003] 7.667574e+05 3.396e+03 3.07e+06 9.00e+01 2.58e+00
[0004][0004] 7.639532e+05 2.804e+03 3.05e+06 2.70e+02 1.73e+00
[0005][0005] 7.576367e+05 6.316e+03 2.59e+06 8.10e+02 1.44e+00
[0006][0006] 7.551498e+05 2.487e+03 3.49e+06 2.43e+03 1.23e+00
[0007][0007] 7.517675e+05 3.382e+03 2.03e+06 7.29e+03 2.58e+00
[0008][0008] 7.512138e+05 5.537e+02 3.11e+06 2.19e+04 1.57e+00
[0009][0009] 7.490988e+05 2.115e+03 2.16e+06 6.56e+04 2.68e+00
[0010][0010] 7.465533e+05 2.545e+03 2.44e+06 1.97e+05 1.59e+00
[0011][0011] 7.458700e+05 6.834e+02 1.40e+06 5.90e+05 1.70e+00
[0012][0012] 7.446061e+05 1.264e+03 1.62e+06 1.77e+06 3.74e+00
[0013][0013] 7.421235e+05 2.483e+03 3.21e+06 5.31e+06 1.76e+00
[0014][0014] 7.376222e+05 4.501e+03 4.68e+06 1.59e+07 1.94e+00
[0015][0015] 7.300486e+05 7.574e+03 4.38e+06 4.78e+07 1.62e+00
[0016][0016] 7.249786e+05 5.070e+03 2.99e+06 1.43e+08 1.98e+00
[0017][0017] 7.208758e+05 4.103e+03 2.95e+06 4.30e+08 1.75e+00
[0018][0018] 7.190676e+05 1.808e+03 2.39e+06 1.29e+09 1.49e+00
[0019][0019] 7.190126e+05 5.493e+01 1.08e+06 3.87e+09 7.37e-01
[0020][0020] 7.190060e+05 6.609e+00 4.03e+05 4.33e+09 9.52e-01
[0021][0021] 7.190057e+05 3.445e-01 5.73e+04 1.30e+10 1.94e+00
[0022][0022] 7.190052e+05 4.723e-01 6.70e+04 3.90e+10 2.26e+00
[0023][0023] 7.190044e+05 7.765e-01 8.89e+04 1.17e+11 2.28e+00
[0024][0024] 7.190032e+05 1.274e+00 1.14e+05 3.51e+11 2.26e+00
[0025][0025] 7.190012e+05 1.971e+00 1.42e+05 1.05e+12 2.21e+00
[0026][0026] 7.189979e+05 3.303e+00 1.74e+05 3.16e+12 2.29e+00
[0027][0027] 7.189916e+05 6.238e+00 2.26e+05 9.48e+12 2.35e+00
[0028][0028] 7.189797e+05 1.198e+01 3.04e+05 2.84e+13 2.32e+00
[0029][0029] 7.189614e+05 1.822e+01 3.94e+05 8.53e+13 2.18e+00
[0030][0030] 7.189351e+05 2.635e+01 4.70e+05 1.00e+14 2.20e+00
[0031][0031] 7.188956e+05 3.945e+01 5.65e+05 1.00e+14 2.18e+00
[0032][0032] 7.187421e+05 1.535e+02 6.62e+05 1.00e+14 5.99e+00
[0033][0033] 7.172742e+05 1.468e+03 3.23e+06 1.00e+14 2.18e+00
[0034][0034] 7.159174e+05 1.357e+03 2.95e+06 1.00e+14 2.28e+00
[0035][0035] 7.149959e+05 9.215e+02 9.97e+06 1.00e+14 1.35e+00
[0036][0036] 7.113314e+05 3.664e+03 7.38e+06 1.00e+14 1.90e+00
[0037][0037] 7.104460e+05 8.854e+02 3.74e+06 1.00e+14 1.18e+00
[0038][0038] 7.101529e+05 2.931e+02 1.59e+06 1.00e+14 1.74e+00
[0039][0039] 7.099516e+05 2.013e+02 1.16e+06 1.00e+14 1.77e+00
[0040][0040] 7.097740e+05 1.776e+02 1.04e+06 1.00e+14 2.13e+00
[0041][0041] 7.094697e+05 3.043e+02 1.49e+06 1.00e+14 2.85e+00
[0042][0042] 7.097364e+05 -2.667e+02 2.95e+06 1.00e+14 -1.14e+00
[0042][0043] 7.097364e+05 -2.667e+02 2.95e+06 5.00e+13 -1.14e+00
[0042][0044] 7.097364e+05 -2.667e+02 2.95e+06 1.25e+13 -1.14e+00
[0042][0045] 7.097364e+05 -2.667e+02 2.95e+06 1.56e+12 -1.14e+00
[0042][0046] 7.097364e+05 -2.667e+02 2.95e+06 9.77e+10 -1.14e+00
[0042][0047] 7.097364e+05 -2.667e+02 2.95e+06 3.05e+09 -1.14e+00
[0042][0048] 7.097364e+05 -2.667e+02 2.95e+06 4.77e+07 -1.14e+00
[0042][0049] 7.097364e+05 -2.667e+02 2.95e+06 3.73e+05 -1.14e+00
[0042][0050] 7.097364e+05 -2.667e+02 2.95e+06 1.46e+03 -1.14e+00
[0042][0051] 7.097364e+05 -2.667e+02 2.95e+06 2.84e+00 -1.14e+00
[0042][0052] 7.097472e+05 -2.775e+02 2.95e+06 2.78e-03 -1.19e+00
[0042][0053] 7.089950e+05 4.747e+02 2.95e+06 1.36e-06 2.84e+00
[0043][0054] 7.086872e+05 3.078e+02 1.76e+06 4.07e-06 1.07e+00
[0044][0055] 7.086389e+05 4.823e+01 1.92e+05 1.22e-05 1.04e+00
[0045][0056] 7.085912e+05 4.768e+01 1.33e+05 3.66e-05 1.16e+00
[0046][0057] 7.085616e+05 2.962e+01 2.49e+05 1.10e-04 1.29e+00
[0047][0058] 7.085478e+05 1.381e+01 3.34e+05 3.29e-04 1.48e+00
[0048][0059] 7.085405e+05 7.340e+00 3.59e+05 9.88e-04 1.73e+00
[0049][0060] 7.085329e+05 7.624e+00 3.69e+05 2.96e-03 2.54e+00
[0050][0061] 7.085165e+05 1.630e+01 4.51e+05 8.89e-03 1.57e+00
[0051][0062] 7.084922e+05 2.433e+01 8.81e+05 2.67e-02 2.30e+00
[0052][0063] 7.084414e+05 5.083e+01 9.96e+05 8.00e-02 2.65e+00
[0053][0064] 7.083100e+05 1.313e+02 1.99e+06 2.40e-01 3.51e+00
[0054][0065] 7.082970e+05 1.303e+01 2.55e+06 7.20e-01 3.37e-01
[0055][0066] 7.082439e+05 5.311e+01 7.56e+06 6.96e-01 1.57e+00
[0056][0067] 7.082239e+05 2.003e+01 3.44e+06 2.09e+00 1.49e+00
[0057][0068] 7.081579e+05 6.599e+01 2.20e+06 6.27e+00 4.59e+00
[0058][0069] 7.048275e+05 3.330e+03 4.94e+06 1.88e+01 2.07e+00
[0059][0070] 6.964522e+05 8.375e+03 4.60e+06 5.64e+01 2.04e+00
[0060][0071] 6.855261e+05 1.093e+04 5.36e+06 1.69e+02 1.74e+00
[0061][0072] 6.704506e+05 1.508e+04 4.38e+06 5.08e+02 2.12e+00
[0062][0073] 6.586827e+05 1.177e+04 4.61e+06 1.52e+03 1.70e+00
[0063][0074] 6.455242e+05 1.316e+04 4.56e+06 4.57e+03 1.96e+00
[0064][0075] 6.176658e+05 2.786e+04 4.50e+06 1.37e+04 1.91e+00
[0065][0076] 5.899753e+05 2.769e+04 3.58e+06 4.11e+04 1.58e+00
[0066][0077] 5.879599e+05 2.015e+03 2.46e+06 1.23e+05 1.49e+00
[0067][0078] 5.742738e+05 1.369e+04 2.51e+06 3.70e+05 1.56e+00
[0068][0079] 5.611432e+05 1.313e+04 1.56e+06 1.11e+06 1.47e+00
[0069][0080] 5.565587e+05 4.585e+03 7.51e+05 3.33e+06 1.40e+00
[0070][0081] 5.554600e+05 1.099e+03 3.02e+05 9.99e+06 1.49e+00
[0071][0082] 5.551109e+05 3.491e+02 1.34e+05 3.00e+07 1.50e+00
[0072][0083] 5.549932e+05 1.177e+02 9.05e+04 8.99e+07 1.83e+00
[0073][0084] 5.549382e+05 5.500e+01 1.14e+05 2.70e+08 1.57e+00
[0074][0085] 5.549188e+05 1.937e+01 6.67e+04 8.09e+08 1.61e+00
[0075][0086] 5.549115e+05 7.292e+00 4.01e+04 2.43e+09 1.62e+00
[0076][0087] 5.549088e+05 2.745e+00 2.42e+04 7.28e+09 1.61e+00
[0077][0088] 5.549077e+05 1.033e+00 1.46e+04 2.18e+10 1.61e+00
[0078][0089] 5.549073e+05 3.870e-01 8.88e+03 6.55e+10 1.61e+00
[0079][0090] 5.549072e+05 1.447e-01 5.39e+03 1.97e+11 1.61e+00
[0080][0091] 5.549071e+05 5.452e-02 3.29e+03 5.90e+11 1.61e+00
[0081][0092] 5.549071e+05 2.066e-02 2.01e+03 1.77e+12 1.62e+00
[0082][0093] 5.549071e+05 7.852e-03 1.23e+03 5.31e+12 1.62e+00
[0083][0094] 5.549071e+05 2.978e-03 7.59e+02 1.59e+13 1.62e+00
[0084][0095] 5.549071e+05 1.130e-03 4.67e+02 4.78e+13 1.62e+00
[0085][0096] 5.549071e+05 4.287e-04 2.87e+02 1.00e+14 1.62e+00
[iter][eval] cost actual_cost_change |grad| |TR| MQ
[0000][0000] 5.071812e+05 0.000e+00 8.68e+05 1.00e+01 1.00e+00
[0001][0001] 5.048294e+05 2.352e+03 8.68e+05 1.00e+01 1.53e+00
[0002][0002] 5.040403e+05 7.891e+02 4.43e+05 3.00e+01 1.56e+00
[0003][0003] 5.037798e+05 2.604e+02 2.51e+05 9.00e+01 1.51e+00
[0004][0004] 5.037017e+05 7.814e+01 1.46e+05 2.70e+02 1.65e+00
[0005][0005] 5.036659e+05 3.575e+01 8.56e+04 8.10e+02 1.59e+00
[0006][0006] 5.036530e+05 1.291e+01 4.30e+04 2.43e+03 1.70e+00
[0007][0007] 5.036479e+05 5.142e+00 3.09e+04 7.29e+03 1.57e+00
[0008][0008] 5.036453e+05 2.638e+00 1.97e+04 2.19e+04 1.54e+00
[0009][0009] 5.036444e+05 8.542e-01 1.21e+04 6.56e+04 1.67e+00
[0010][0010] 5.036435e+05 8.584e-01 1.24e+04 1.97e+05 3.15e+00
[0011][0011] 5.036338e+05 9.733e+00 5.33e+04 5.90e+05 1.46e+00
[0012][0012] 5.036311e+05 2.660e+00 2.12e+04 1.77e+06 1.50e+00
[0013][0013] 5.036304e+05 7.120e-01 1.02e+04 5.31e+06 1.53e+00
[0014][0014] 5.036302e+05 2.062e-01 6.76e+03 1.59e+07 1.55e+00
[0015][0015] 5.036302e+05 6.293e-02 4.29e+03 4.78e+07 1.56e+00
[0016][0016] 5.036301e+05 1.969e-02 2.55e+03 1.43e+08 1.56e+00
[0017][0017] 5.036301e+05 6.227e-03 1.47e+03 4.30e+08 1.56e+00
[0018][0018] 5.036301e+05 1.986e-03 8.41e+02 1.29e+09 1.57e+00
[0019][0019] 5.036301e+05 6.396e-04 4.80e+02 3.87e+09 1.57e+00
[0020][0020] 5.036301e+05 2.080e-04 2.75e+02 1.16e+10 1.57e+00
  ✅ PotSAC extracted 2 axis candidates
  🔍 Candidate 1: norm(1:3)=1.000, norm(4:6)=214.299
  📍 Standard format: direction=[-0.125,0.724,0.678], position=[12.9,-145.1,157.2]
  🔍 Candidate 2: norm(1:3)=1.000, norm(4:6)=148.229
  📍 Standard format: direction=[-0.485,0.304,0.820], position=[104.2,-62.4,84.9]
  ✅ Successfully processed piece 04

=== PIECE 04 AXIS EXTRACTION COMPLETE ===
End time: Fri 05 Sep 2025 11:22:17 AEST
=== SLURM Job Complete ===
